classification:  C_id,cus_orig_lat,cus_orig_lon,cus_orig_x,cus_orig_y,cus_orig_identifiant,cus_dest_lat,cus_dest_lon,cus_dest_x,cus_dest_y,cus_dest_identifiant,EAT,LAT

25    48.8537    2.34431    -4    -1    8291    48.8658    2.3142    0    -7    8833    529    560

26    48.9741    2.51793    42    35    14629    48.87    2.28599    2    -13    9101    413    552

27    48.8466    2.34438    -7    -1    7880    48.8837    2.31858    7    -7    9792    585    628

28    48.8457    2.37389    -8    5    7749    48.9019    2.34427    14    -1    10757    634    689

29    48.8714    2.32965    2    -4    9110    48.8534    2.40659    -5    12    8167    630    681

30    48.8345    2.3332    -12    -3    7193    48.8739    2.31145    3    -8    9243    589    632

31    48.8701    2.78236    2    91    9205    48.8744    2.27198    4    -16    9372    317    557

32    48.8704    2.78221    2    91    9205    48.8442    2.39036    -8    9    7753    517    705

33    48.8613    2.34615    -2    -1    8565    48.8592    2.34981    -2    0    8566    665    683

34    48.8509    2.4893    -6    29    8047    48.8745    2.37506    4    5    9393    597    665

35    48.8841    2.34873    7    0    9799    48.8699    2.20308    2    -31    9083    588    668

36    48.8446    2.33794    -8    -2    7742    48.8472    2.41025    -7    13    7894    517    564

37    48.8801    2.35743    6    2    9664    48.9014    2.34804    14    0    10758    557    587

38    48.9328    2.49658    26    31    12433    48.8683    2.2757    1    -16    8961    446    568

39    48.7026    2.07    -63    -59    150    48.8724    2.37766    3    6    9257    385    577

40    48.7032    2.0707    -62    -58    288    48.878    2.36941    5    4    9529    438    629

41    48.8715    2.78002    2    90    9204    48.8481    2.41151    -7    13    7894    441    619

42    48.8717    2.29909    3    -11    9240    48.8614    2.3184    -1    -7    8696    679    705

43    48.8695    2.78204    2    91    9205    48.8678    2.31321    1    -8    8969    343    564

44    48.8465    2.34143    -7    -2    7879    48.8761    2.28322    4    -14    9374    669    717

45    48.7046    2.07111    -62    -58    288    48.865    2.317    0    -7    8833    536    704

46    48.8442    2.46275    -8    24    7768    48.857    2.3442    -3    -1    8428    611    679

47    48.8837    2.34864    7    0    9799    48.8769    2.31728    5    -7    9518    511    541

48    48.8627    2.34772    -1    0    8703    48.8542    2.36673    -4    4    8296    538    564

49    48.9319    2.4924    26    30    12432    48.8729    2.3074    3    -9    9242    508    614

50    48.809    2.33474    -22    -3    5823    48.8627    2.32557    -1    -5    8698    536    588

51    48.9317    2.49353    26    30    12432    48.8956    2.35059    12    0    10484    609    692

52    48.8329    2.33611    -12    -3    7193    48.8835    2.32704    7    -5    9794    587    636

53    48.8085    2.33359    -22    -3    5823    48.8756    2.30618    4    -9    9379    613    675

54    48.8368    2.33383    -11    -3    7330    48.8642    2.32639    0    -5    8835    671    705

55    48.8481    2.39236    -7    9    7890    48.8686    2.31691    1    -7    8970    606    657

56    48.8076    2.33462    -22    -3    5823    48.8826    2.33437    7    -3    9796    589    655

57    48.89    2.23679    10    -24    10186    48.884    2.33165    7    -4    9795    648    705

58    48.8735    2.29651    3    -11    9240    48.8784    2.33718    5    -3    9522    577    611

59    48.8365    2.33182    -11    -4    7329    48.8671    2.32039    1    -6    8971    609    646

60    48.8463    2.37508    -7    5    7886    48.905    2.34302    15    -1    10894    620    677

61    48.8462    2.3747    -7    5    7886    48.8541    2.36846    -4    4    8296    608    629

62    48.8814    2.35145    6    0    9662    48.8677    2.30989    1    -8    8969    564    600

63    48.8484    2.39386    -6    9    8027    48.8977    2.33506    13    -3    10618    577    634

64    48.8409    2.65695    -9    64    7671    48.8433    2.44169    -8    19    7763    511    621

65    48.8619    2.34864    -1    0    8703    48.8466    2.38674    -7    8    7889    553    588

66    48.8782    2.35739    5    2    9527    48.8813    2.33064    6    -4    9658    612    639

67    48.8686    2.78451    1    91    9068    48.8701    2.37484    2    5    9119    524    719

68    48.8399    2.65461    -10    64    7534    48.8584    2.35305    -3    1    8430    556    704

69    48.8457    2.34022    -7    -2    7879    48.872    2.31465    3    -7    9244    575    611

70    48.8706    2.78153    2    90    9204    48.8696    2.28736    2    -13    9101    392    624

71    48.8524    2.34194    -5    -2    8153    48.8848    2.2598    8    -19    9917    565    623

72    48.8699    2.78151    2    90    9204    48.8574    2.35197    -3    0    8429    400    604

73    48.8801    2.35542    6    1    9663    48.8441    2.4376    -8    18    7762    567    626

74    48.8063    2.33415    -23    -3    5686    48.8714    2.30707    2    -9    9105    607    668

75    48.8783    2.35681    5    1    9526    48.8659    2.32076    0    -6    8834    648    681

76    48.8525    2.48953    -5    29    8184    48.8452    2.39212    -8    9    7753    505    564

77    48.7245    2.2599    -54    -19    1423    48.9009    2.34491    14    -1    10757    448    587

78    48.8931    2.23763    11    -23    10324    48.8784    2.37009    5    4    9529    496    570

79    48.8504    2.48793    -6    29    8047    48.8806    2.32042    6    -6    9656    577    669

80    48.8529    2.34307    -5    -1    8154    48.8588    2.35472    -2    1    8567    632    654

81    48.8384    2.34044    -10    -2    7468    48.8694    2.37688    2    6    9120    563    605

82    48.8713    2.32946    2    -4    9110    48.8827    2.29014    7    -12    9787    582    616

83    48.8912    2.2374    10    -24    10186    48.862    2.32922    -1    -4    8699    648    708

84    48.9732    2.51343    42    34    14628    48.8825    2.36659    7    4    9803    463    567

85    48.8838    2.35204    7    0    9799    48.8583    2.36079    -3    2    8431    679    712

86    48.8509    2.48956    -5    29    8184    48.8685    2.31165    1    -8    8969    612    706

87    48.8838    2.34925    7    0    9799    48.8814    2.36661    6    4    9666    643    666

88    48.8839    2.35235    7    1    9800    48.8642    2.34872    0    0    8840    677    706

89    48.8341    2.33185    -12    -4    7192    48.8617    2.33995    -1    -2    8701    654    688

90    48.9347    2.04001    27    -65    12474    48.8646    2.30636    0    -9    8831    503    644

91    48.7229    2.25984    -55    -19    1286    48.8682    2.37663    1    6    8983    469    594

92    48.9325    2.03782    26    -65    12337    48.8747    2.288    4    -13    9375    545    677

93    48.8905    2.24005    10    -23    10187    48.8754    2.2882    4    -13    9375    660    699

94    48.8355    2.33017    -11    -4    7329    48.8554    2.36465    -4    3    8295    581    617

95    48.8523    2.49172    -5    30    8185    48.8503    2.3716    -6    5    8023    540    608

96    48.8483    2.39133    -6    9    8027    48.8992    2.34527    13    -1    10620    638    693

97    48.8464    2.34127    -7    -2    7879    48.8572    2.352    -3    0    8429    641    665

98    48.84    2.33916    -10    -2    7468    48.8582    2.34405    -3    -1    8428    578    606

99    48.8911    2.24042    10    -23    10187    48.8788    2.337    5    -3    9522    513    572

100    48.8393    2.33693    -10    -3    7467    48.8787    2.28261    5    -14    9511    529    580

101    49.0477    2.0143    70    -70    18360    48.8893    2.2658    9    -18    10055    540    708

102    48.8359    2.33346    -11    -3    7330    48.8658    2.31721    0    -7    8833    511    548

103    48.8472    2.39771    -7    10    7891    48.8552    2.35389    -4    1    8293    535    570

104    48.8105    2.33461    -21    -3    5960    48.8729    2.27709    3    -15    9236    576    640

105    48.933    2.03868    26    -65    12337    48.8731    2.2012    3    -31    9220    559    656

106    48.8087    2.33549    -22    -3    5823    48.8748    2.28502    4    -14    9374    518    583

107    48.8926    2.24074    11    -23    10324    48.8873    2.3214    9    -6    10067    632    683

108    48.7244    2.25709    -54    -19    1423    48.8822    2.25925    7    -19    9780    598    719

109    48.9735    2.512    42    34    14628    48.8659    2.31993    0    -6    8834    519    645

110    48.8626    2.34663    -1    -1    8702    48.8678    2.32231    1    -6    8971    625    652

111    48.8542    2.34463    -4    -1    8291    48.8489    2.42064    -6    15    8033    495    544

112    48.7036    2.06879    -62    -59    287    48.8814    2.33453    6    -3    9659    482    664

113    48.8348    2.33299    -12    -4    7192    48.8583    2.35375    -3    1    8430    539    573

114    49.0488    2.01226    71    -71    18496    48.8706    2.30718    2    -9    9105    356    547

115    48.9332    2.49237    26    30    12432    48.8447    2.44031    -8    19    7763    588    667

116    48.8542    2.34852    -4    0    8292    48.899    2.3442    13    -1    10620    546    591

117    48.8468    2.33793    -7    -2    7879    48.8468    2.38726    -7    8    7889    610    647

118    48.8356    2.33303    -11    -4    7329    48.8763    2.26845    4    -17    9371    594    649

119    48.8399    2.33691    -10    -3    7467    48.8843    2.25593    7    -20    9779    596    658

120    48.9309    2.49709    25    31    12296    48.8568    2.36486    -3    3    8432    594    686

121    48.8796    2.35652    6    1    9663    48.8466    2.43434    -7    18    7899    487    543

122    48.8454    2.37017    -8    4    7748    48.8674    2.33649    1    -3    8974    590    626

123    48.8399    2.33687    -10    -3    7467    48.879    2.33326    5    -3    9522    572    614

124    48.8784    2.35587    5    1    9526    48.8607    2.36009    -2    2    8568    540    567

125    48.853    2.34257    -5    -2    8153    48.8874    2.32173    9    -6    10067    610    650

126    48.9336    2.04248    26    -64    12338    48.8657    2.32879    0    -4    8836    559    708

127    48.847    2.39407    -7    9    7890    48.8627    2.32743    -1    -5    8698    512    559

128    48.9753    2.5117    42    34    14628    48.8787    2.33262    5    -4    9521    514    631

129    48.8594    2.34645    -2    -1    8565    48.8511    2.41961    -5    15    8170    567    615

130    48.8395    2.33687    -10    -3    7467    48.8796    2.26551    6    -18    9644    509    566

131    48.8479    2.34046    -7    -2    7879    48.8553    2.37337    -4    5    8297    635    666

132    48.8542    2.34822    -4    0    8292    48.8828    2.32614    7    -5    9794    682    719

133    49.0502    2.01594    71    -70    18497    48.8476    2.40889    -7    12    7893    393    627

134    48.8374    2.65567    -11    64    7397    48.8663    2.31635    0    -7    8833    469    635

135    48.8918    2.23805    10    -23    10187    48.8684    2.30848    1    -9    8968    492    542

136    48.8401    2.3364    -10    -3    7467    48.868    2.31878    1    -6    8971    504    540

137    48.8536    2.34484    -4    -1    8291    48.8698    2.31152    2    -8    9106    677    711

138    48.8917    2.23753    10    -24    10186    48.87    2.2854    2    -13    9101    666    707

139    48.8424    2.33508    -9    -3    7604    48.848    2.4402    -7    19    7900    487    549

140    48.8829    2.34859    7    0    9799    48.8896    2.25233    9    -20    10053    640    698

141    48.8336    2.33363    -12    -3    7193    48.8492    2.43517    -6    18    8036    505    566

142    48.974    2.5123    42    34    14628    48.8434    2.37793    -8    6    7750    439    560

143    49.0488    2.01447    71    -70    18497    48.9028    2.35256    14    1    10759    408    601

144    48.8542    2.34559    -4    -1    8291    48.9018    2.33846    14    -2    10756    662    709

145    48.9355    2.04333    27    -64    12475    48.8722    2.28224    3    -14    9237    477    605

146    48.854    2.34813    -4    0    8292    48.8482    2.38459    -7    7    7888    657    689

147    48.725    2.26237    -54    -18    1424    48.8694    2.36697    2    4    9118    568    690

148    48.933    2.03992    26    -65    12337    48.869    2.29533    1    -11    8966    577    712

149    48.934    2.49642    26    31    12433    48.9017    2.35102    14    0    10758    557    640

150    48.8472    2.37478    -7    5    7886    48.8837    2.32706    7    -5    9794    518    566

151    48.8516    2.49137    -5    30    8185    48.8854    2.31677    8    -7    9929    498    593

152    48.7043    2.07165    -62    -58    288    48.8694    2.31927    2    -6    9108    478    648

153    48.8453    2.37449    -8    5    7749    48.8711    2.37581    2    5    9119    574    607

154    48.9741    2.51222    42    34    14628    48.8707    2.19982    2    -31    9083    461    630

155    48.8795    2.35585    6    1    9663    48.8703    2.19364    2    -33    9081    459    546

156    48.7275    2.25896    -53    -19    1560    48.8673    2.32864    1    -4    8973    430    544

157    48.7248    2.26002    -54    -19    1423    48.8772    2.27838    5    -15    9510    447    565

158    48.8458    2.37546    -7    5    7886    48.8838    2.26363    7    -18    9781    583    654

159    48.8726    2.33194    3    -4    9247    48.8714    2.31305    2    -8    9106    581    605

160    48.8396    2.65806    -10    65    7535    48.8808    2.33497    6    -3    9659    479    639

161    48.8464    2.37152    -7    5    7886    48.8537    2.36984    -4    4    8296    665    685

162    48.8094    2.33594    -21    -3    5960    48.8704    2.29569    2    -11    9103    529    589

163    48.7266    2.26131    -53    -19    1560    48.8794    2.33274    5    -4    9521    495    617

164    48.8698    2.78293    2    91    9205    48.8611    2.33546    -2    -3    8563    423    635

165    48.8675    2.78119    1    90    9067    48.8653    2.3787    0    6    8846    509    701

166    48.8081    2.33409    -22    -3    5823    48.8563    2.36731    -3    4    8433    528    579

167    48.8764    2.29425    4    -12    9376    48.8711    2.30409    2    -10    9104    696    717

168    48.8431    2.46692    -9    25    7632    48.8463    2.38652    -7    8    7889    560    611

169    48.8932    2.23686    11    -24    10323    48.8461    2.40534    -7    12    7893    448    544

170    48.8405    2.65335    -10    64    7534    48.8754    2.34162    4    -2    9386    394    548

171    48.807    2.33526    -22    -3    5823    48.878    2.33041    5    -4    9521    529    592

172    48.9333    2.04044    26    -65    12337    48.8483    2.38793    -6    8    8026    464    642

173    48.8821    2.35637    7    1    9800    48.8686    2.3124    1    -8    8969    632    669

174    48.8477    2.39174    -7    9    7890    48.8707    2.36886    2    4    9118    545    579

175    48.838    2.65235    -10    63    7533    48.8557    2.34736    -4    -1    8291    558    708

176    48.8397    2.65405    -10    64    7534    48.8674    2.29032    1    -12    8965    493    669

177    48.8474    2.39535    -7    10    7891    48.8807    2.33571    6    -3    9659    492    542

178    48.8357    2.33295    -11    -4    7329    48.8762    2.27336    4    -16    9372    582    635

179    48.9317    2.49477    26    30    12432    48.8827    2.32053    7    -6    9793    523    622

180    48.8406    2.6522    -9    63    7670    48.8514    2.38485    -5    7    8162    574    707

181    48.8352    2.3332    -12    -3    7193    48.8469    2.41017    -7    13    7894    586    636

182    49.049    2.01152    71    -71    18496    48.8685    2.31647    1    -7    8970    363    558

183    48.8496    2.39147    -6    9    8027    48.8666    2.318    1    -7    8970    527    577

184    48.8529    2.34368    -5    -1    8154    48.8713    2.27448    2    -16    9098    654    702

185    48.7023    2.07028    -63    -59    150    48.8731    2.29198    3    -12    9239    491    656

186    48.8395    2.65577    -10    64    7534    48.8796    2.3325    6    -4    9658    539    699

187    48.8396    2.3379    -10    -2    7468    48.883    2.25707    7    -19    9780    633    694

188    48.8454    2.37482    -8    5    7749    48.8777    2.37042    5    4    9529    523    560

189    48.9334    2.04119    26    -65    12337    48.9019    2.35327    14    1    10759    387    541

190    48.9727    2.51298    41    34    14491    48.8733    2.36479    3    3    9254    544    652

191    49.0517    2.01253    72    -71    18633    48.8594    2.33374    -2    -3    8563    439    645

192    48.8738    2.33023    3    -4    9247    48.8691    2.31662    1    -7    8970    691    713

193    48.808    2.33382    -22    -3    5823    48.8521    2.35964    -5    2    8157    570    617

194    48.8061    2.33371    -23    -3    5686    48.8783    2.36961    5    4    9529    565    631

195    48.8509    2.48675    -6    29    8047    48.8812    2.33457    6    -3    9659    569    654

196    48.8717    2.32562    2    -5    9109    48.8774    2.37647    5    6    9531    542    580

197    48.8382    2.65458    -10    64    7534    48.8641    2.341    0    -2    8838    532    686

198    48.7243    2.26094    -54    -19    1423    48.8864    2.33546    8    -3    9933    553    682

199    48.874    2.29652    3    -11    9240    48.872    2.27463    3    -16    9235    629    654

200    48.9338    2.04012    26    -65    12337    48.8858    2.26001    8    -19    9917    503    620

201    48.8427    2.46547    -9    24    7631    48.8484    2.38329    -6    7    8025    663    715

202    48.8712    2.78218    2    91    9205    48.8893    2.26605    9    -18    10055    372    614

203    48.8468    2.34139    -7    -2    7879    48.8559    2.33274    -4    -4    8288    644    667

204    48.8458    2.46576    -7    24    7905    48.881    2.33528    6    -3    9659    600    677

205    48.9342    2.03955    27    -65    12474    48.8826    2.31848    7    -7    9792    417    560

206    48.87    2.78272    2    91    9205    48.8783    2.27459    5    -16    9509    339    578

207    48.933    2.04105    26    -65    12337    48.867    2.3754    1    5    8982    491    660

208    48.863    2.34516    -1    -1    8702    48.844    2.41806    -8    14    7758    653    703

209    48.8409    2.33727    -9    -3    7604    48.8685    2.32025    1    -6    8971    602    637

210    48.9323    2.03979    26    -65    12337    48.8692    2.32656    2    -5    9109    529    677

211    48.8453    2.34298    -8    -1    7743    48.8605    2.35147    -2    0    8566    548    574

212    48.9306    2.49756    25    31    12296    48.8484    2.40735    -6    12    8030    550    633

213    48.8708    2.32978    2    -4    9110    48.8659    2.31056    0    -8    8832    665    690

214    48.9741    2.51469    42    35    14629    48.8407    2.43652    -9    18    7625    477    588

215    48.9327    2.04301    26    -64    12338    48.8571    2.35398    -3    1    8430    479    640

216    48.8905    2.23787    10    -23    10187    48.8677    2.31196    1    -8    8969    614    665

217    48.7251    2.26005    -54    -19    1423    48.8705    2.28431    2    -14    9100    492    605

218    48.8356    2.33218    -11    -4    7329    48.8701    2.28279    2    -14    9100    635    682

219    48.8348    2.33297    -12    -4    7192    48.8746    2.29113    4    -12    9376    633    681

220    49.049    2.01087    71    -71    18496    48.8818    2.31275    6    -8    9654    462    651

221    48.8735    2.32975    3    -4    9247    48.8766    2.32737    4    -5    9383    667    685

222    48.8383    2.33817    -10    -2    7468    48.8827    2.32709    7    -5    9794    555    601

223    48.8729    2.29634    3    -11    9240    48.8743    2.2873    3    -13    9238    634    654

224    48.8833    2.34897    7    0    9799    48.8657    2.33663    0    -3    8837    536    564

225    48.8529    2.48827    -5    29    8184    48.8595    2.33349    -2    -3    8563    628    712

226    48.8477    2.3934    -7    9    7890    48.8844    2.32369    7    -5    9794    562    617

227    48.8714    2.32858    2    -4    9110    48.8749    2.32927    4    -4    9384    559    577

228    48.8794    2.35879    5    2    9527    48.8877    2.32514    9    -5    10068    677    708

229    48.8439    2.46343    -8    24    7768    48.8446    2.39705    -8    10    7754    514    559

230    48.8518    2.34583    -5    -1    8154    48.8623    2.31057    -1    -8    8695    509    541

231    48.8411    2.3359    -9    -3    7604    48.8821    2.32818    7    -5    9794    661    704

232    48.8932    2.23374    11    -24    10323    48.8803    2.26154    6    -18    9644    557    587

233    49.0507    2.0146    71    -70    18497    48.8513    2.38848    -5    8    8163    357    584

234    48.8398    2.33938    -10    -2    7468    48.8722    2.27625    3    -15    9236    489    540

235    48.8779    2.35725    5    2    9527    48.8926    2.25546    11    -20    10327    568    629

236    48.8085    2.33707    -22    -3    5823    48.8769    2.28377    5    -14    9511    612    679

237    48.8921    2.23721    10    -24    10186    48.8497    2.40077    -6    11    8029    581    674

238    48.8466    2.3965    -7    10    7891    48.8795    2.26189    6    -18    9644    513    592

239    48.8079    2.33376    -22    -3    5823    48.8929    2.34443    11    -1    10346    607    679

240    48.8737    2.29779    3    -11    9240    48.8558    2.3614    -4    2    8294    505    551

241    48.8523    2.49132    -5    30    8185    48.8856    2.25892    8    -19    9917    447    567

242    48.8465    2.39386    -7    9    7890    48.8813    2.32341    6    -6    9656    554    608

243    48.9326    2.03967    26    -65    12337    48.8843    2.32931    7    -4    9795    426    573

244    48.8809    2.35884    6    2    9664    48.8787    2.28611    5    -13    9512    662    709

245    48.8711    2.32756    2    -5    9109    48.8705    2.28673    2    -13    9101    669    702

246    48.8461    2.34041    -7    -2    7879    48.8704    2.28643    2    -13    9101    511    555

247    48.7268    2.25708    -53    -19    1560    48.8661    2.31321    0    -8    8832    438    550

248    48.8463    2.33775    -7    -3    7878    48.8441    2.40386    -8    11    7755    636    681

249    48.7039    2.06964    -62    -59    287    48.8807    2.34475    6    -1    9661    476    660

250    48.8697    2.78094    2    90    9204    48.8794    2.28152    5    -14    9511    450    685

251    48.8436    2.46141    -8    23    7767    48.878    2.32997    5    -4    9521    558    636

252    48.9764    2.51268    43    34    14765    48.864    2.31358    0    -8    8832    493    624

253    48.846    2.37379    -7    5    7886    48.8739    2.30498    3    -9    9242    621    672

254    48.8818    2.34853    6    0    9662    48.8546    2.36231    -4    3    8295    526    561

255    48.892    2.23692    10    -24    10186    48.8666    2.31581    1    -7    8970    558    612

256    48.8438    2.46186    -8    23    7767    48.8984    2.34746    13    0    10621    565    643

257    48.8475    2.39341    -7    9    7890    48.8646    2.31227    0    -8    8832    603    656

258    48.8717    2.33374    3    -3    9248    48.8475    2.4393    -7    19    7900    496    561

259    48.9731    2.51533    42    35    14629    48.8647    2.35278    0    1    8841    577    694

260    48.8813    2.35332    6    1    9663    48.859    2.37121    -2    4    8570    580    612

261    48.8913    2.23968    10    -23    10187    48.8879    2.26966    9    -17    10056    609    638

262    48.8685    2.78039    1    90    9067    48.8838    2.28    7    -15    9784    455    690

263    48.7228    2.26059    -55    -19    1286    48.8827    2.33589    7    -3    9796    582    709

264    48.7026    2.07086    -63    -58    151    48.847    2.40936    -7    12    7893    480    673

265    48.8767    2.29656    4    -11    9377    48.8812    2.32182    6    -6    9656    671    698

266    48.8866    2.3491    8    0    9936    48.8452    2.43815    -8    19    7763    574    637

267    48.8505    2.48738    -6    29    8047    48.8809    2.28931    6    -13    9649    504    609

268    48.856    2.34358    -4    -1    8291    48.8533    2.38715    -5    8    8163    617    652

269    48.8464    2.37771    -7    6    7887    48.8781    2.27616    5    -15    9510    578    643

270    48.8533    2.4874    -5    29    8184    48.8721    2.37293    3    5    9256    556    623

271    49.0465    2.01159    70    -71    18359    48.8916    2.26326    10    -18    10192    405    572

272    48.8465    2.34167    -7    -2    7879    48.8872    2.31669    8    -7    9929    511    556

273    48.9343    2.03803    27    -65    12474    48.8574    2.35207    -3    0    8429    524    687

274    48.973    2.5127    42    34    14628    48.8746    2.38547    4    7    9395    610    712

275    48.9344    2.04144    27    -65    12474    48.8608    2.34377    -2    -1    8565    474    631

276    48.8487    2.39594    -6    10    8028    48.8922    2.34711    10    -1    10209    642    694

277    48.8734    2.32976    3    -4    9247    48.8638    2.32354    -1    -5    8698    615    637

278    48.9354    2.04323    27    -64    12475    48.87    2.20195    2    -31    9083    552    650

279    48.9313    2.49534    25    30    12295    48.8515    2.35883    -5    2    8157    622    718

280    48.702    2.07078    -63    -58    151    48.8661    2.31887    0    -6    8834    517    687

281    48.8456    2.34023    -8    -2    7742    48.8678    2.31299    1    -8    8969    587    622

282    48.8796    2.35543    6    1    9663    48.8658    2.3329    0    -4    8836    566    595

283    48.9757    2.51262    43    34    14765    48.8454    2.39512    -8    10    7754    539    656

284    48.8529    2.34307    -5    -1    8154    48.8759    2.29135    4    -12    9376    554    597

285    48.8405    2.65532    -10    64    7534    48.88    2.25676    6    -19    9643    480    672

286    48.8941    2.2387    11    -23    10324    48.8558    2.36244    -4    3    8295    542    617

287    49.051    2.01142    72    -71    18633    48.8718    2.27693    3    -15    9236    382    564

288    48.8398    2.33692    -10    -3    7467    48.8469    2.38932    -7    8    7889    572    611

289    48.8801    2.35515    6    1    9663    48.8419    2.38715    -9    8    7615    614    659

290    48.974    2.51816    42    35    14629    48.8539    2.37236    -4    5    8297    583    701

291    48.8498    2.39503    -6    9    8027    48.8879    2.26544    9    -18    10055    486    564

292    49.0484    2.01129    71    -71    18496    48.8813    2.25727    6    -19    9643    384    555

293    48.9726    2.5106    41    34    14491    48.8924    2.25479    10    -20    10190    545    685

294    48.8929    2.23463    11    -24    10323    48.8436    2.44381    -8    20    7764    603    716

295    48.8472    2.37457    -7    5    7886    48.8703    2.20909    2    -29    9085    545    635

296    48.7269    2.25895    -53    -19    1560    48.8733    2.28809    3    -13    9238    476    590

297    48.8406    2.65438    -9    64    7671    48.8725    2.32466    3    -5    9246    403    565

298    48.8542    2.34514    -4    -1    8291    48.8945    2.34571    11    -1    10346    523    565

299    48.9354    2.0436    27    -64    12475    48.8952    2.34612    12    -1    10483    471    622

300    48.8531    2.34372    -5    -1    8154    48.8953    2.34873    12    0    10484    513    557

301    48.8913    2.23599    10    -24    10186    48.8661    2.31611    0    -7    8833    536    590

302    48.9313    2.49384    25    30    12295    48.873    2.37765    3    6    9257    618    698

303    48.8903    2.23698    10    -24    10186    48.8907    2.26542    10    -18    10192    559    587

304    48.8931    2.23597    11    -24    10323    48.8789    2.32511    5    -5    9520    610    666

305    48.9768    2.51361    43    34    14765    48.8537    2.3691    -4    4    8296    580    699

306    48.7239    2.25817    -54    -19    1423    48.8697    2.30928    2    -8    9106    582    697

307    48.8343    2.33192    -12    -4    7192    48.8741    2.31696    3    -7    9244    602    645

308    48.8397    2.65575    -10    64    7534    48.8725    2.3776    3    6    9257    440    580

309    48.9336    2.49614    26    31    12433    48.858    2.37129    -3    5    8434    613    703

310    48.847    2.39554    -7    10    7891    48.8743    2.29058    4    -12    9376    637    702

311    48.846    2.37417    -7    5    7886    48.8681    2.29966    1    -10    8967    607    658

312    48.8732    2.29887    3    -11    9240    48.8758    2.28735    4    -13    9375    617    638

313    48.8619    2.34898    -1    0    8703    48.8759    2.36272    4    3    9391    605    632

314    48.8462    2.33965    -7    -2    7879    48.8884    2.26879    9    -17    10056    613    670

315    48.8932    2.23981    11    -23    10324    48.8415    2.38973    -9    8    7615    540    630

316    48.8361    2.33584    -11    -3    7330    48.8821    2.32646    7    -5    9794    622    668

317    48.8472    2.34234    -7    -2    7879    48.8702    2.2739    2    -16    9098    609    658

318    48.8942    2.23741    11    -24    10323    48.8859    2.25645    8    -20    9916    557    583

319    48.8794    2.35298    5    1    9526    48.8836    2.26108    7    -19    9780    567    623

320    48.848    2.39459    -7    9    7890    48.8743    2.2926    4    -12    9376    639    703

321    48.9312    2.49415    25    30    12295    48.8446    2.41519    -8    14    7758    541    624

