time,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-misses,branches,bus-cycles,cache-misses,cache-references,context-switches,cpu-clock,cycles,dTLB-load-misses,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,instructions,minor-faults,node-load-misses,node-loads,node-store-misses,node-stores,page-faults,ref-cycles,task-clock,label
1.000498935,16055019.0,1635316773.0,686957356.0,62818.0,4139.0,11308361.0,2509.0,3213432.0,4142856.0,4140965.0,759017608.0,99567890.0,6698.0,14587735.0,0.0,1000.334821,2588733180.0,10432.0,264.0,686807088.0,1104.0,46.0,4604373436.0,0.0,1945.0,2216.0,333.0,2125.0,0.0,2589039676.0,1000.3352689999999,0
2.000790902,15918260.0,1637790379.0,687096192.0,61558.0,3584.0,11257775.0,2380.0,3199076.0,4141341.0,4142821.0,759370045.0,99556269.0,6437.0,14542919.0,1.0,1000.278043,2588527229.0,11141.0,250.0,687071429.0,1150.0,50.0,4611342470.0,0.0,1882.0,1388.0,350.0,2138.0,0.0,2588799916.0,1000.274492,0
3.0010538280000003,15903975.0,1638217362.0,687206346.0,60425.0,3163.0,11264450.0,2451.0,3209319.0,4141706.0,4141349.0,759788666.0,99564405.0,5263.0,14495663.0,0.0,1000.250092,2588677332.0,2863.0,338.0,686670516.0,1119.0,33.0,4612355788.0,0.0,2003.0,1141.0,333.0,2112.0,0.0,2588977999.0,1000.2500640000001,0
4.001312198,15934551.0,1637492398.0,686953690.0,61888.0,2844.0,11232720.0,2424.0,3206088.0,4138505.0,4137024.0,760047386.0,99555194.0,5302.0,14572761.0,1.0,1000.23159,2588454676.0,2792.0,278.0,686719081.0,959.0,28.0,4612108792.0,0.0,1895.0,896.0,250.0,2113.0,0.0,2588769075.0,1000.231727,0
5.0015740410000005,15903123.0,1637061419.0,686892695.0,61695.0,2959.0,11202146.0,2445.0,3216459.0,4146425.0,4144385.0,759442361.0,99559508.0,6133.0,14511106.0,0.0,1000.250341,2588573699.0,3213.0,288.0,687252912.0,2726.0,67.0,4607221422.0,21.0,2032.0,975.0,313.0,2201.0,21.0,2588868221.0,1000.250391,0
6.001824837000001,15934611.0,1637329041.0,687167073.0,60637.0,3326.0,11145723.0,2667.0,3198941.0,4145775.0,4148252.0,760110322.0,99560056.0,5187.0,14466564.0,0.0,1000.230645,2588587432.0,16034.0,360.0,687130802.0,2251.0,45.0,4615658260.0,0.0,1994.0,861.0,597.0,2070.0,0.0,2588867702.0,1000.230573,0
7.002083165,15956753.0,1637991007.0,687468738.0,59796.0,2626.0,11209236.0,2584.0,3212941.0,4139687.0,4136591.0,760277684.0,99560408.0,5542.0,14565086.0,0.0,1000.244622,2588590707.0,14146.0,312.0,686892790.0,2078.0,68.0,4615133103.0,0.0,1875.0,800.0,525.0,2063.0,0.0,2588866644.0,1000.244582,0
8.002339191,15873479.0,1638472044.0,687042271.0,58185.0,2538.0,11221905.0,2617.0,3218232.0,4130707.0,4135922.0,759798956.0,99560090.0,5396.0,14467225.0,1.0,1000.234208,2588580189.0,20554.0,300.0,687262526.0,2032.0,208.0,4611099922.0,0.0,2157.0,988.0,502.0,1944.0,0.0,2588881480.0,1000.2345109999999,0
9.002603087999999,15922667.0,1637194681.0,687150032.0,59177.0,2626.0,11195886.0,2570.0,3206587.0,4144480.0,4144228.0,759825952.0,99560688.0,5111.0,14470900.0,0.0,1000.2488089999999,2588595899.0,5488.0,306.0,686568361.0,3140.0,139.0,4611501260.0,0.0,2014.0,618.0,511.0,2227.0,0.0,2588888900.0,1000.2484720000001,0
10.002868708,15951645.0,1636539848.0,687072686.0,59317.0,2292.0,11158728.0,2692.0,3202646.0,4133470.0,4135011.0,759899271.0,99555009.0,5061.0,14477682.0,0.0,1000.2499619999999,2588471796.0,2813.0,275.0,687290187.0,2544.0,58.0,4614265516.0,0.0,1944.0,525.0,588.0,2063.0,0.0,2588765555.0,1000.249927,0
11.003127640999999,15921972.0,1638126068.0,687078227.0,58149.0,2538.0,11139955.0,2667.0,3203379.0,4135239.0,4133515.0,760295826.0,99565733.0,5029.0,14501509.0,0.0,1000.243069,2588721307.0,2901.0,288.0,687335008.0,3421.0,75.0,4614294894.0,0.0,1857.0,607.0,472.0,2125.0,0.0,2588994067.0,1000.243067,0
12.003376805,15912689.0,1638054021.0,686986221.0,59178.0,2459.0,11269340.0,2612.0,3216567.0,4142015.0,4138199.0,760059937.0,99559363.0,5191.0,14516727.0,1.0,1000.226243,2588563149.0,3042.0,250.0,687088039.0,2962.0,56.0,4612595511.0,21.0,1801.0,630.0,550.0,2100.0,21.0,2588853758.0,1000.2263519999999,0
13.003642592,15905624.0,1637670423.0,687270964.0,58489.0,2463.0,11120681.0,2567.0,3187543.0,4133385.0,4136010.0,759953989.0,99560915.0,5048.0,14457236.0,0.0,1000.2535230000001,2588599330.0,7251.0,300.0,687134277.0,2332.0,50.0,4612710384.0,0.0,2144.0,588.0,550.0,2101.0,0.0,2588896220.0,1000.2534519999999,0
14.003895679000001,15906255.0,1637257582.0,686735261.0,60654.0,2288.0,11178625.0,2609.0,3205462.0,4144417.0,4137246.0,759399646.0,99559068.0,4819.0,14440834.0,0.0,1000.234885,2588550440.0,14189.0,264.0,687127166.0,3049.0,56.0,4610667706.0,0.0,2021.0,396.0,528.0,2098.0,0.0,2588843441.0,1000.2349539999999,0
