time,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-misses,branches,bus-cycles,cache-misses,cache-references,context-switches,cpu-clock,cycles,dTLB-load-misses,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,instructions,minor-faults,node-load-misses,node-loads,node-store-misses,node-stores,page-faults,ref-cycles,task-clock,label
1.000485697,56262299.0,1083287863.0,672540320.0,68481.0,8390.0,37122717.0,2334.0,10324368.0,7322809.0,7324287.0,521997151.0,99557215.0,11539.0,47559003.0,0.0,1000.3181689999999,2588515864.0,309594.0,653.0,672587459.0,1452.0,37.0,3513426396.0,0.0,2139.0,6286.0,333.0,1986.0,0.0,2588762209.0,1000.318268,1
2.000776335,56225852.0,1082857507.0,672069255.0,66965.0,5529.0,37097449.0,2306.0,10319225.0,7332850.0,7333677.0,523309561.0,99551238.0,8473.0,47525704.0,1.0,1000.2817050000001,2588424191.0,312299.0,600.0,672139370.0,1444.0,50.0,3523716871.0,0.0,1982.0,3858.0,300.0,2088.0,0.0,2588638855.0,1000.2781550000001,1
3.00103636,56196018.0,1083377707.0,672481166.0,67206.0,4439.0,37070046.0,2359.0,10313377.0,7362657.0,7361843.0,522083347.0,99555564.0,6969.0,47556308.0,0.0,1000.247174,2588475113.0,305727.0,600.0,672084982.0,1419.0,42.0,3515977638.0,0.0,2098.0,2367.0,347.0,2014.0,0.0,2588742418.0,1000.247231,1
4.001293383999999,56176872.0,1083056585.0,672277771.0,65932.0,3840.0,37121398.0,2426.0,10325866.0,7328519.0,7329261.0,523150365.0,99551982.0,6252.0,47505614.0,0.0,1000.240216,2588382139.0,319296.0,653.0,672294490.0,1688.0,74.0,3524736536.0,0.0,2134.0,1977.0,375.0,2013.0,0.0,2588651654.0,1000.240241,1
5.001558312,56178737.0,1082524693.0,672086462.0,68650.0,3588.0,37099399.0,2443.0,10334988.0,7343270.0,7343591.0,522383562.0,99553752.0,6026.0,47556686.0,0.0,1000.2539519999999,2588446334.0,311099.0,775.0,672048232.0,1119.0,158.0,3518765503.0,0.0,2107.0,1632.0,438.0,2051.0,0.0,2588700316.0,1000.253582,1
6.001813702000001,56212946.0,1082813321.0,672350514.0,68554.0,3326.0,36823546.0,2276.0,10257724.0,7342171.0,7349164.0,522205840.0,99553564.0,5692.0,47549298.0,1.0,1000.226651,2588418925.0,320898.0,707.0,672114049.0,925.0,3802.0,3516870486.0,0.0,2327.0,1424.0,278.0,2084.0,0.0,2588653140.0,1000.2269789999999,1
7.002072458,56142591.0,1082726863.0,672341397.0,71726.0,3473.0,37097790.0,2473.0,10316683.0,7341562.0,7346838.0,521862230.0,99554836.0,5651.0,47534432.0,0.0,1000.244952,2588460539.0,311197.0,624.0,672047739.0,797.0,0.0,3514083460.0,0.0,2032.0,1182.0,338.0,2051.0,0.0,2588716178.0,1000.244874,1
8.002329876000001,56199083.0,1082925876.0,672159452.0,70541.0,3363.0,37115746.0,2342.0,10308710.0,7329902.0,7331513.0,523768541.0,99554686.0,5607.0,47542165.0,0.0,1000.243057,2588457414.0,315057.0,600.0,671982000.0,813.0,0.0,3527256332.0,0.0,2094.0,944.0,314.0,1999.0,0.0,2588747054.0,1000.24317,1
9.002610299,56251819.0,1083403254.0,672388853.0,71770.0,2888.0,37147579.0,2262.0,10321670.0,7382677.0,7376039.0,522114237.0,99556650.0,5272.0,47567969.0,0.0,1000.265249,2588504301.0,305729.0,625.0,672479679.0,729.0,19.0,3516837140.0,0.0,2153.0,993.0,331.0,2133.0,0.0,2588777692.0,1000.265108,1
10.00286652,56196453.0,1082874033.0,671776675.0,67671.0,3001.0,37048806.0,2663.0,10322707.0,7347153.0,7347885.0,522393526.0,99547748.0,5356.0,47530881.0,1.0,1000.2308859999999,2588297597.0,328394.0,713.0,672463322.0,3045.0,8.0,3517668459.0,21.0,2188.0,769.0,488.0,1901.0,21.0,2588572039.0,1000.231023,1
